date,sentiment,neutral_count,positive_count,negative_count,weighted_avg
2022-02-09,1,0,25,0,1.0
2022-02-10,1,1,20,4,0.64
2022-02-11,1,1,22,2,0.8
2022-02-12,1,0,19,6,0.52
2022-02-13,1,0,22,3,0.76
2022-02-14,1,0,17,0,1.0
2022-02-15,1,0,22,3,0.76
2022-02-16,1,0,21,4,0.68
2022-02-17,1,0,20,5,0.6
2022-02-18,1,1,16,7,0.375
2022-02-19,1,0,25,0,1.0
2022-02-20,1,1,20,4,0.64
2022-02-21,1,1,22,2,0.8
2022-02-23,1,0,23,2,0.84
2022-02-24,1,0,22,3,0.76
2022-02-25,1,0,21,4,0.68
2022-02-26,1,1,23,1,0.88
2022-02-27,1,0,19,6,0.52
2022-02-28,1,1,21,3,0.72
2022-03-01,1,0,20,5,0.6
2022-03-02,1,1,13,6,0.35
2022-03-03,1,1,22,2,0.8
2022-03-04,1,0,24,1,0.92
2022-03-05,1,0,19,6,0.52
2022-03-06,1,0,22,3,0.76
2022-03-07,1,1,21,3,0.72
2022-03-08,1,2,13,10,0.12
2022-03-09,1,0,20,5,0.6
2022-03-10,1,0,19,6,0.52
2022-03-11,1,0,19,6,0.52
2022-03-12,1,0,11,5,0.375
2022-03-13,1,0,21,2,0.8260869565217391
2022-03-14,1,0,24,1,0.92
2022-03-15,1,0,20,5,0.6
2022-03-16,1,0,22,3,0.76
2022-03-17,1,1,10,4,0.4
2022-03-18,1,1,14,4,0.5263157894736842
2022-03-19,1,0,15,10,0.2
2022-03-20,1,0,16,9,0.28
2022-03-21,1,0,21,2,0.8260869565217391
2022-03-22,1,0,24,1,0.92
2022-03-23,1,1,21,3,0.72
2022-03-24,1,0,23,2,0.84
2022-03-25,1,1,18,6,0.48
2022-03-26,1,0,22,3,0.76
2022-03-27,1,0,17,4,0.6190476190476191
2022-03-28,1,0,22,3,0.76
2022-03-31,1,0,20,5,0.6
2022-04-01,1,0,23,2,0.84
2022-04-02,1,1,22,2,0.8
2022-04-03,1,0,18,7,0.44
2022-04-04,1,0,21,4,0.68
2022-04-05,1,0,21,4,0.68
2022-04-06,1,0,22,3,0.76
2022-04-07,1,0,22,3,0.76
2022-04-08,1,1,19,5,0.56
2022-04-09,1,1,20,4,0.64
2022-04-10,1,0,22,3,0.76
2022-04-11,1,0,20,5,0.6
2022-04-12,1,1,21,3,0.72
2022-04-25,1,0,18,7,0.44
2022-04-26,1,1,16,8,0.32
2022-04-27,1,0,22,3,0.76
2022-05-04,1,0,20,5,0.6
2022-05-05,1,0,19,6,0.52
2022-05-06,1,0,18,7,0.44
2022-05-07,1,0,22,3,0.76
2022-05-08,1,0,23,2,0.84
2022-05-09,1,1,18,6,0.48
2022-05-10,1,0,18,7,0.44
2022-05-11,1,1,22,2,0.8
2022-05-12,1,0,20,5,0.6
2022-05-13,1,0,19,6,0.52
2022-05-18,1,0,21,4,0.68
2022-05-19,1,0,21,4,0.68
2022-05-21,1,0,19,6,0.52
2022-05-22,1,0,22,3,0.76
2022-05-23,1,1,18,6,0.48
2022-05-24,1,0,19,6,0.52
2022-05-25,1,0,21,4,0.68
2022-06-22,1,0,20,5,0.6
2022-06-23,1,1,21,3,0.72
2022-06-24,1,2,18,5,0.52
2022-06-28,1,1,21,3,0.72
2022-06-29,1,0,18,7,0.44
2022-06-30,1,0,19,6,0.52
